To4;Ti4;qi4
17.7295;18.2775;-9.418741967
17.714;18.349;-9.474325358
17.7235;18.276;-9.529059681
17.746;18.312;-9.578953434
17.7535;18.3085;-9.628435782
17.745;18.342;-9.672657403
17.733;18.3385;-9.711828376
17.7535;18.322;-9.746587691
17.7565;18.3755;-9.775184689
17.756;18.3485;-9.801400793
17.7615;18.3245;-9.825717432
17.7715;18.341;-9.845482361
17.77;18.37;-9.869728974
17.7825;18.384;-9.885213544
17.79;18.411;-9.901827289
17.805;18.4125;-9.912269964
17.8065;18.4265;-9.928874955
17.82;18.4345;-9.936726656
17.81;18.4495;-9.946399041
17.814;18.4405;-9.958522348
17.8265;18.443;-9.960062927
17.8165;18.45;-9.961813585
17.833;18.46;-9.965533733
17.8325;18.461;-10.17395832
17.857;18.5345;-12.90262141
17.8625;18.694;-18.3691473
17.8715;18.874;-22.79724414
17.8735;18.9815;-24.20730288
17.863;19.0755;-24.54293027
17.8755;19.1125;-24.44284516
17.868;19.136;-24.12951239
17.8865;19.1665;-23.73999098
17.892;19.1835;-23.32517257
17.9035;19.205;-22.90951384
17.924;19.22;-22.52111286
17.945;19.2335;-22.16242929
17.933;19.2025;-21.83998435
17.9545;19.1895;-21.53995658
17.948;19.205;-21.27273614
17.958;19.2425;-21.03417398
17.969;19.2465;-20.81600698
17.988;19.216;-20.61585425
17.9925;19.247;-20.43559775
18.0015;19.242;-20.26775341
18.016;19.2515;-20.11434325
18.0125;19.2365;-19.972006
18.0235;19.2435;-19.84613369
18.029;19.2585;-19.71851072
18.0365;19.2435;-19.60091903
18.0465;19.262;-19.49481165
18.044;19.262;-19.39970715
18.067;19.2685;-19.300191
18.061;19.267;-19.21840901
18.075;19.282;-19.13612808
18.066;19.301;-19.06099859
18.074;19.2935;-18.98782984
18.0815;19.3085;-18.91992182
18.0915;19.3145;-18.85825489
18.097;19.2915;-18.79952031
18.0925;19.3035;-18.74149475
18.1085;19.3245;-18.68564001
18.1175;19.332;-18.63601761
18.123;19.3065;-18.59004533
18.124;19.3385;-18.5468741
18.132;19.347;-18.50160209
18.143;19.3595;-18.46361281
18.144;19.35;-18.42402168
18.151;19.3365;-18.38610243
18.147;19.354;-18.34497072
18.164;19.363;-18.31308248
18.1695;19.3635;-18.27803431
18.1715;19.3745;-18.24264476
18.1925;19.3725;-18.21685757
18.1855;19.3615;-18.18314865
18.182;19.3705;-18.14887951
18.211;19.3865;-18.12273344
18.2075;19.3915;-18.21867825
18.226;19.419;-18.81206378
18.218;19.441;-18.98474868
18.261;19.4465;-19.02532894
18.2305;19.4495;-18.95047955
18.225;19.454;-18.82250645
18.236;19.4705;-18.65634275
18.247;19.4495;-18.47076425
18.2505;19.456;-18.28371519
18.2565;19.446;-18.10338867
18.259;19.467;-17.93428386
18.268;19.454;-17.76973076
18.2725;19.451;-17.62781367
18.2805;19.473;-17.49675941
18.282;19.4505;-17.3695566
18.293;19.4465;-17.25546622
18.2995;19.4445;-17.1592413
18.2975;19.448;-17.05668776
18.3035;19.444;-16.96803443
18.3;19.445;-16.89108426
18.2995;19.4545;-16.81743408
18.302;19.431;-16.74195446
18.3065;19.447;-16.67551699
18.3105;19.446;-16.61545191
18.3185;19.451;-16.56015738
18.3395;19.444;-16.51173418
18.3175;19.4365;-16.45608076
18.324;19.4545;-16.41031856
18.321;19.454;-16.36995714
18.332;19.4465;-16.33364849
18.3335;19.447;-16.2946876
18.3355;19.459;-16.25935932
18.3375;19.4605;-16.22972068
18.332;19.448;-16.19916295
18.336;19.46;-16.17505639
18.34;19.4585;-16.14715965
18.347;19.4515;-16.12249288
18.3545;19.4665;-16.09648686
18.349;19.465;-16.07104979
18.367;19.4675;-16.04939416
18.3645;19.465;-16.02409715
18.3635;19.478;-16.00517253
18.3735;19.47;-15.98001558
18.3845;19.47;-15.95969044
18.394;19.4765;-15.94413584
18.376;19.474;-15.92444094
18.375;19.4825;-15.9094378
18.3795;19.4855;-15.89325297
18.3805;19.4855;-15.87467849
18.3825;19.4895;-15.85667297
18.3905;19.4955;-15.84033933
18.385;19.49;-15.82085451
18.393;19.4915;-15.80347923
18.386;19.485;-15.79191613
18.4015;19.489;-15.77803341
18.407;19.4935;-15.7619186
18.412;19.502;-15.74755446
18.4125;19.507;-15.73290145
18.4215;19.5;-15.72210864
18.426;19.4925;-15.70760444
18.413;19.5065;-15.69548113
18.4205;19.501;-15.68216738
18.4135;19.499;-15.67151463
18.4305;19.497;-15.66177221
18.445;19.5105;-15.65076933
18.44;19.5185;-15.64207731
18.4355;19.5105;-15.75105577
18.4465;19.55;-17.64574916
18.4395;19.658;-21.16739905
18.4445;19.749;-22.70915103
18.44;19.798;-23.16798099
18.449;19.8335;-23.17141228
18.4575;19.8505;-22.88981894
18.455;19.8645;-22.44535313
18.463;19.8635;-21.90151998
18.485;19.865;-21.29607241
18.489;19.8385;-20.65818516
18.504;19.83;-20.02625014
18.508;19.8155;-19.41716121
18.4915;19.785;-18.8469719
18.5055;19.757;-18.31798432
18.493;19.7555;-17.84022976
18.489;19.7305;-17.40095465
18.4965;19.7145;-16.99985264
18.5055;19.685;-16.63451658
18.4955;19.6755;-16.30323081
18.5025;19.6685;-15.99915027
18.4735;19.643;-15.71888743
18.483;19.639;-15.46252107
18.4645;19.6225;-15.22445785
18.475;19.5975;-15.0028508
18.453;19.5825;-14.80886039
18.473;19.5695;-14.6225116
18.454;19.5695;-14.45837866
18.4595;19.546;-14.30545868
18.427;19.5395;-14.16172091
18.4275;19.5095;-14.03536717
18.411;19.4985;-13.91573595
18.412;19.4905;-13.80408774
18.396;19.465;-13.70653232
18.407;19.451;-13.60680609
18.3755;19.4615;-13.52705486
18.374;19.423;-13.45087498
18.367;19.4255;-13.37889668
18.3575;19.417;-13.31554912
18.337;19.4225;-13.25933549
18.327;19.3925;-13.20425103
18.338;19.378;-13.15659812
18.317;19.3715;-13.11496748
18.306;19.3525;-13.07803734
18.309;19.3485;-13.04481861
18.2905;19.3465;-13.01356061
18.2825;19.3275;-12.98777342
18.271;19.302;-12.9620475
18.263;19.3045;-12.94018178
18.245;19.293;-12.9228065
18.245;19.2795;-12.9071031
18.2405;19.28;-12.89504982
18.234;19.253;-12.88117585
18.225;19.2495;-12.87633528
18.2105;19.25;-12.90080073
18.2055;19.2365;-13.16009944
18.1895;19.229;-13.24679202
18.1775;19.234;-13.25072225
18.1775;19.2195;-13.19261791
18.178;19.2085;-13.07039572
18.1615;19.1925;-12.9017811
18.15;19.165;-12.71003153
18.1515;19.167;-12.51317003
18.13;19.142;-12.3127372
18.1255;19.14;-12.12967965
18.1195;19.1175;-11.95545416
18.1095;19.1035;-11.79181141
18.1105;19.079;-11.6506646
18.099;19.063;-11.52129098
18.0725;19.048;-11.40011918
18.073;19.034;-11.2926813
18.051;19.0095;-11.19708662
18.036;18.986;-11.1122935
18.051;18.965;-11.03555341
18.0185;18.957;-10.96756661
18.007;18.9335;-10.90870073
17.9895;18.9355;-10.85494678
17.992;18.9295;-10.80589334
17.9795;18.8895;-10.75921204
17.952;18.882;-10.72081136
17.9605;18.8595;-10.6901836
17.942;18.864;-10.66242692
17.9425;18.8305;-10.63839038
17.9105;18.829;-10.62024481
17.9025;18.8045;-10.59767008
17.8845;18.79;-10.58680724
17.8735;18.789;-10.57587439
17.8595;18.7655;-10.56544046
17.8435;18.759;-10.55940945
17.837;18.743;-10.5545076
17.8245;18.7315;-10.54875669
17.8075;18.731;-10.55127764
17.801;18.7045;-10.54889675
17.781;18.696;-10.54833653
17.771;18.6915;-10.55625826
17.751;18.6705;-10.56305082
17.7375;18.6625;-10.56894178
17.733;18.6465;-10.57433381
17.7155;18.635;-10.58001469
17.7055;18.6065;-10.59129768
17.6905;18.58;-10.5986592
17.6885;18.5795;-10.61057243
17.674;18.6165;-10.62514665
17.663;18.5875;-10.63425883
17.65;18.533;-10.64750256
17.6365;18.547;-10.6615866
17.6315;18.533;-10.66950833
17.6235;18.534;-10.69123399
17.6025;18.5145;-10.70412759
17.6;18.507;-10.7187806
17.605;18.4485;-10.73482538
17.5725;18.4765;-10.74876937
17.571;18.428;-10.76517303
17.558;18.435;-10.77939713
17.5515;18.464;-10.79489045
17.549;18.4295;-10.80904452
17.5225;18.422;-10.82726887
17.5195;18.4015;-10.8391821
17.5065;18.389;-10.85788788
17.491;18.3705;-10.87590215
17.485;18.417;-10.8886557
17.486;18.3905;-10.45022091
17.473;18.348;-9.104708935
17.4595;18.314;-7.376450604
17.4485;18.16;-5.774432222
17.4475;18.087;-5.067376468
17.4375;18.0355;-5.101505546
17.4245;18.105;-5.463410321
17.411;17.9975;-5.994428659
17.397;18.03;-6.595245731
17.3915;18.0115;-7.212527742
17.3835;18.0425;-7.801151482
17.379;18.096;-8.357064176
17.3665;18.0565;-8.872239059
17.3655;18.134;-9.337170057
17.36;18.083;-9.759630093
17.3555;18.1475;-10.14003932
17.3485;18.1485;-10.48526033
17.3495;17.9635;-10.80329361
17.349;18.1715;-11.09014768
17.348;18.1625;-11.34818592
17.3435;18.217;-11.58863879
17.35;18.2065;-11.80477503
17.353;18.196;-12.00528664
17.3455;18.2455;-12.19317601
17.35;18.269;-12.36130045
17.355;18.2775;-12.51527082
17.364;18.285;-12.65844839
17.3585;18.2865;-12.79034296
17.3645;18.24;-12.90801344
17.3615;18.258;-13.02120223
17.375;18.219;-13.12218894
17.3785;18.281;-13.2169433
17.3875;18.349;-13.29991574
17.3945;18.3115;-13.38366722
17.3985;18.272;-13.45108506
17.402;18.1605;-13.51801271
17.4015;18.335;-13.58122897
17.413;18.2295;-13.63953464
17.416;18.32;-13.69132786
17.4145;18.031;-13.74024999
17.416;18.2665;-13.78482175
17.4195;18.363;-13.82455293
17.4245;18.34;-13.86583344
17.4395;18.354;-13.89982247
17.4435;18.3465;-13.92589852
17.446;18.351;-13.95812813
17.453;18.3565;-13.9782432
17.453;18.296;-14.00136939
17.4655;18.3015;-14.02457436
17.4635;18.3445;-14.04566979
17.4695;18.3215;-14.06087425
17.4705;18.359;-14.07768932
17.478;18.3525;-14.09304259
17.498;18.376;-14.1091574
17.4905;18.365;-14.11630884
17.4995;18.39;-14.13004275
17.5015;18.395;-14.12927246
17.4975;18.393;-14.04391038
17.515;18.428;-13.88503816
17.5185;18.411;-13.85623109
17.5055;18.4315;-13.89085035
17.5115;18.427;-13.9942267
17.5155;18.46;-14.13768437
17.5205;18.4285;-14.30924886
17.527;18.449;-14.48087461
17.536;18.4625;-14.65215899
17.5385;18.472;-14.81089991
17.553;18.499;-14.95666844
17.551;18.5205;-15.09150412
17.553;18.518;-15.21478546
17.561;18.5175;-15.31948356
17.5715;18.538;-15.41675887
17.569;18.5595;-15.50275119
17.5775;18.569;-15.57991145
17.5795;18.566;-15.65118949
17.5935;18.575;-15.71180602
17.601;18.5875;-15.76513982
17.605;18.6155;-15.81672295
17.62;18.627;-15.86255518
17.622;18.63;-15.90502614
17.632;18.642;-15.94111596
17.642;18.6225;-15.97440472
17.6695;18.6625;-15.99873011
17.6675;18.658;-16.02976928
17.6855;18.681;-16.05037452
17.6705;18.669;-16.06992937
17.695;18.687;-16.0845036
17.6975;18.688;-16.10412848
17.69;18.703;-16.11807247
17.7105;18.7165;-16.12487377
17.7125;18.7175;-16.134126
17.718;18.7285;-16.13965808
17.7165;18.737;-16.14814002
17.7225;18.745;-16.15144001
17.74;18.7565;-16.15571162
17.746;18.7635;-16.15459119
17.7655;18.772;-16.15193019
17.7595;18.7785;-16.1538209
17.7665;18.782;-16.14785991
17.777;18.7975;-16.1456891
17.786;18.803;-16.1391679
17.7985;18.811;-16.13125492
17.8015;18.819;-16.12662443
17.8155;18.827;-16.1193417
17.824;18.8285;-16.11436107
17.8425;18.843;-16.1052489
17.834;18.8495;-16.09719587
17.8595;18.856;-16.09130491
17.8535;18.865;-16.07960176
17.8695;18.8695;-16.07090974
17.8615;18.8775;-16.06859887
17.8715;18.891;-16.05612544
17.876;18.8915;-16.04666313
17.8955;18.9045;-16.0387414
17.8995;18.9115;-16.02710828
17.9095;18.9115;-16.01967674
17.914;18.925;-16.0085338
17.911;18.9305;-16.00132109
17.918;18.93;-15.98877762
17.9325;18.9345;-15.9798055
17.9405;18.9475;-15.97083338
17.9385;18.9575;-15.93908519
17.94;18.961;-15.70970523
17.962;18.9455;-14.86296448
17.963;18.9125;-13.68880691
17.9645;18.8725;-12.51485067
17.9725;18.835;-11.46543623
17.9765;18.7945;-10.58344598
17.987;18.7625;-9.856275168
17.995;18.732;-9.265471859
17.995;18.712;-8.772092668
18.0015;18.6815;-8.356573992
18.0155;18.6575;-8.008823287
18.0195;18.6335;-7.717968967
18.012;18.6155;-7.46349332
18.0315;18.595;-7.253037968
18.032;18.5825;-7.068859993
18.0405;18.568;-6.908998658
18.048;18.5565;-6.774022926
18.0635;18.5445;-6.659932545
18.048;18.5315;-6.560906575
18.0545;18.5245;-6.477435201
18.047;18.5215;-6.406297213
18.054;18.513;-6.34568068
18.0545;18.509;-6.29794899
18.0685;18.5055;-6.257447517
18.059;18.491;-6.222609423
18.0725;18.492;-6.196892257
18.073;18.485;-6.174396302
18.087;18.484;-6.152950741
18.0845;18.4805;-6.137746276
18.071;18.4785;-6.131295102
18.0725;18.476;-6.143978619
18.086;18.479;-6.176076933
18.076;18.4785;-6.216307054
18.09;18.478;-6.250996342
18.0885;18.4795;-6.293047147
18.0865;18.4815;-6.327386304
18.087;18.483;-6.359974803
18.088;18.486;-6.385761995
18.0845;18.4875;-6.413168546
18.09;18.4885;-6.436854949
18.093;18.4905;-6.456129693
18.1035;18.496;-6.47575457
18.081;18.4955;-6.496289788
18.0925;18.497;-6.510583911
18.0855;18.497;-6.527749112
18.0905;18.496;-6.536511156
18.0875;18.499;-6.556346111
18.093;18.508;-6.568749523
18.0895;18.509;-6.57800175
18.097;18.5105;-6.59412531
18.102;18.511;-6.600077547
18.0895;18.5065;-6.611780696
18.0985;18.5145;-6.620752818
18.104;18.513;-6.625444582
18.0975;18.517;-6.632315915
18.103;18.518;-6.639187247
18.1205;18.517;-6.643388826
18.096;18.524;-6.653061212
18.1035;18.524;-6.656282423
18.0965;18.524;-6.661052966
18.1015;18.5265;-6.666515019
18.0985;18.5285;-6.670025088
18.106;18.5305;-6.676887667
18.103;18.537;-6.680248931
18.116;18.5355;-6.681798263
18.1155;18.5355;-6.684039105
18.1225;18.533;-6.686560053
18.1125;18.5385;-6.690341474
18.1175;18.5385;-6.694271701
18.134;18.538;-6.691812027
18.104;18.5415;-6.69791307
18.109;18.546;-6.698053122
18.1105;18.553;-6.697072754
18.1205;18.546;-6.691321842
18.1175;18.5475;-6.702114649
18.114;18.55;-6.685649711
18.119;18.55;-6.65614237
18.1295;18.55;-6.618582003
18.128;18.551;-6.59965739
18.1175;18.5505;-6.619352292
18.1165;18.5555;-6.683198789
18.131;18.5645;-6.776683927
18.1205;18.5695;-6.890923114
18.1245;18.5725;-7.016296487
18.1375;18.5815;-7.138518675
18.1215;18.589;-7.258570048
18.145;18.595;-7.36103606
18.149;18.598;-7.457961241
18.137;18.608;-7.550045851
18.1405;18.616;-7.627906366
18.1445;18.623;-7.700654959
18.15;18.6265;-7.768703036
18.1505;18.6345;-7.82708748
18.162;18.6395;-7.882031881
18.17;18.6465;-7.932923509
18.1755;18.651;-7.976304814
18.1635;18.658;-8.019476041
18.1735;18.6705;-8.060406425
18.1775;18.676;-8.09495566
18.1845;18.6835;-8.124533027
18.1885;18.6965;-8.153051246
18.21;18.6995;-8.178707139
18.21;18.701;-8.197561726
18.2155;18.708;-8.219917628
18.219;18.7135;-8.234982041
18.207;18.715;-8.252085969
18.2225;18.723;-8.264769486
18.224;18.731;-8.279063609
18.23;18.736;-8.285514784
18.234;18.741;-8.299598827
18.241;18.7475;-8.309341239
18.244;18.75;-8.315153424
18.243;18.761;-8.322795046
18.2435;18.7655;-8.324545704
18.2535;18.7645;-8.335128431
18.2535;18.7765;-8.333167694
18.2695;18.7775;-8.337369274
18.2725;18.7855;-8.340459185
18.278;18.792;-8.338559721
18.2875;18.7965;-8.34150958
18.2775;18.8035;-8.340529211
18.2895;18.8085;-8.341089422
18.289;18.8125;-8.339049905
18.2965;18.814;-8.337089168
18.3005;18.821;-8.337509326
18.3;18.8225;-8.334078037
18.303;18.833;-8.333727905
18.3065;18.835;-8.334358142
18.3215;18.8395;-8.329806431
18.336;18.8455;-8.326016257
18.3235;18.848;-8.321394519
18.3245;18.857;-8.315573582
18.3475;18.8575;-8.311021871
18.3585;18.867;-8.302329854
18.343;18.8605;-8.298758511
18.342;18.875;-8.296237564
18.3545;18.871;-8.289716363
18.366;18.882;-8.285234678
18.3625;18.8835;-8.281024346
18.382;18.8845;-8.275282188
18.369;18.9;-8.27079175
18.3705;18.8975;-8.263088855
18.383;18.901;-8.259578785
18.4005;18.9045;-8.252856259
18.381;18.9065;-8.248225768
18.397;18.91;-8.240023936
18.394;18.913;-8.233931646
18.393;18.9215;-8.229651287
18.404;18.9275;-8.224189234
18.4175;18.9285;-8.216547612
18.4145;18.928;-8.215007033
18.413;18.9315;-8.208424559
18.43;18.939;-8.201973384
18.4285;18.945;-8.195032025
18.4405;18.95;-8.79066715
18.4415;19.0355;-12.51478064
18.4395;19.2115;-18.30488065
18.4275;19.4;-21.86121983
18.4215;19.509;-22.77719911
18.437;19.5725;-22.92906869
18.4445;19.6125;-22.7085208
18.4415;19.643;-22.33518422
18.455;19.6625;-21.90740219
18.484;19.681;-21.46749685
18.486;19.6945;-21.04538694
18.4905;19.7;-20.65481514
18.498;19.7025;-20.30237267
18.51;19.718;-19.97921871
18.5215;19.711;-19.68515194
18.537;19.7195;-19.41674105
18.546;19.722;-19.17992954
18.5575;19.727;-18.96162249
18.5595;19.7305;-18.7634305
18.5685;19.732;-18.58584375
18.579;19.738;-18.42136068
18.5885;19.732;-18.26879083
18.5885;19.7345;-18.13058514
18.599;19.734;-18.00324228
18.6235;19.743;-17.88354104
18.6195;19.747;-17.76987081
18.63;19.749;-17.6702146
18.621;19.743;-17.57223903
18.625;19.7565;-17.48778729
18.6385;19.7575;-17.40719575
18.645;19.757;-17.3267355
18.644;19.766;-17.25483598
18.6415;19.764;-17.19140964
18.644;19.7615;-17.12805333
18.6465;19.767;-17.06867976
18.654;19.774;-17.01576612
18.6565;19.778;-16.96285249
18.661;19.778;-16.91674015
18.6655;19.7795;-16.87258856
18.6695;19.7875;-16.82639745
18.6845;19.787;-16.78666627
18.678;19.7865;-16.74839688
18.6845;19.7965;-16.71363757
18.687;19.7965;-16.67670744
18.695;19.802;-16.63927837
18.699;19.805;-16.61055007
18.699;19.799;-16.58083265
18.711;19.8085;-16.55195555
18.7135;19.807;-16.52455775
18.7275;19.816;-16.49806154
18.7095;19.8145;-16.47549556
18.724;19.8195;-16.45131897
18.7275;19.816;-16.43407499
18.7305;19.822;-16.4279827
18.728;19.8325;-16.59919705
18.734;19.8505;-17.06047793
18.735;19.86;-17.13253501
18.7515;19.867;-17.14283764
18.7535;19.88;-17.06867976
18.7515;19.8755;-16.95325013
18.755;19.878;-16.81147309
18.768;19.872;-16.65911332
18.7645;19.8805;-16.51453523
18.7805;19.8745;-16.37359851
18.7705;19.8765;-16.24282436
18.7705;19.8675;-16.1249438
18.779;19.8645;-16.01512502
18.7785;19.8685;-15.91273779
18.781;19.864;-15.81756327
18.79;19.864;-15.73178103
18.783;19.8665;-15.65322025
18.7945;19.862;-15.58173213
18.806;19.856;-15.51158326
18.7945;19.856;-15.45221845
18.7985;19.8585;-15.39188202
18.803;19.856;-15.33973867
18.8025;19.856;-15.2913855
18.798;19.8565;-15.24225328
18.797;19.8545;-15.20532315
18.8055;19.8515;-15.1674039
18.8045;19.8565;-15.13341488
18.818;19.848;-15.10005609
18.8125;19.858;-15.06613709
18.811;19.849;-15.04273079
18.806;19.85;-15.01028235
18.814;19.849;-14.98813652
18.819;19.8465;-14.96339972
18.817;19.853;-14.94090377
18.826;19.849;-14.91903805
18.8155;19.8555;-14.90004341
18.826;19.8515;-14.88644955
18.823;19.85;-14.88097875
18.8195;19.853;-14.86738489
18.817;19.8445;-14.84439875
18.8305;19.8515;-14.79687714
18.8205;19.847;-14.7464932
18.824;19.845;-14.69140874
18.8265;19.852;-14.63765479
18.835;19.8515;-14.58250031
18.83;19.8395;-14.53154741
18.8325;19.846;-14.48171493
18.833;19.84;-14.43995298
18.8255;19.8445;-14.40077326
18.842;19.837;-14.36089327
18.8425;19.8315;-14.32620398
18.832;19.8355;-14.29417569
18.835;19.839;-14.26453705
18.841;19.8285;-14.24007161
18.831;19.8315;-14.21603507
18.825;19.8275;-14.19311896
18.8305;19.8295;-14.1743344
18.8395;19.8255;-14.153309
18.842;19.8255;-14.14083556
18.8335;19.8215;-14.1221998
18.832;19.825;-14.10796695
18.828;19.8285;-14.0973142
18.832;19.8215;-14.07684901
18.829;19.8205;-14.06696654
18.8285;19.828;-14.05519337
18.8315;19.8225;-14.03942869
18.8435;19.824;-14.02891599
18.827;19.809;-14.01889347
18.8395;19.815;-14.00908104
18.8455;19.8265;-14.00200838
18.8255;19.809;-13.99450681
18.841;19.816;-13.989036
18.8375;19.815;-13.97579227
18.83;19.8335;-13.9718708
18.829;19.8175;-13.96611989
18.8345;19.8205;-13.96541963
18.8275;19.814;-13.95476687
18.8315;19.8085;-13.95182577
18.843;19.8165;-13.95021516
18.8365;19.819;-13.94446425
18.846;19.8055;-13.93956241
18.851;19.821;-13.93423165
18.8395;19.809;-13.92729905
18.838;19.8115;-13.92077785
18.8425;19.809;-13.91411659
18.854;19.8165;-13.91383649
18.854;19.812;-13.90676383
18.851;19.81;-13.90206331
18.8575;19.814;-13.89653123
18.8495;19.813;-13.89345007
18.8395;19.8065;-13.88636866
18.8405;19.8125;-13.8791472
18.861;19.824;-13.87767665
18.846;19.809;-13.87354509
18.837;19.8155;-13.87354509
18.8665;19.807;-13.87017508
18.8365;19.8095;-13.86842442
18.8345;19.8125;-13.86744405
18.8355;19.8155;-14.06437557
18.832;19.864;-16.36910807
18.834;19.975;-19.85867716
18.837;20.06;-21.1500938
18.842;20.109;-21.53519479
18.8365;20.1355;-21.47807957
18.8465;20.1495;-21.17413033
18.85;20.1615;-20.72223298
18.8655;20.1565;-20.17825978
18.8575;20.15;-19.57863315
18.878;20.14;-18.94648805
18.8765;20.1145;-18.32127556
18.877;20.0955;-17.71576673
18.8775;20.0875;-17.15180976
18.8845;20.0555;-16.63093648
18.879;20.0385;-16.15543151
18.8705;20.0205;-15.72441951
18.868;20.008;-15.33665752
18.8685;19.9775;-14.98000472
18.86;19.967;-14.65587039
18.849;19.938;-14.36187364
18.848;19.92;-14.09766433
18.8375;19.908;-13.85742153
18.8295;19.8855;-13.63421264
18.8205;19.8655;-13.4312501
18.814;19.8495;-13.24693208
18.809;19.831;-13.077127
18.7965;19.8205;-12.92427705
18.785;19.8035;-12.7806093
18.7765;19.784;-12.64779563
18.765;19.767;-12.5259936
18.7465;19.755;-12.41792549
18.741;19.7425;-12.31770907
18.727;19.711;-12.22723506
18.727;19.7075;-12.14965465
18.7105;19.6915;-12.07263446
18.692;19.675;-12.00436755
18.684;19.664;-11.94459133
18.6975;19.646;-11.89335832
18.655;19.6295;-11.84185396
18.671;19.6185;-11.80057345
18.637;19.607;-11.7629343
18.618;19.5835;-11.7263543
18.602;19.5705;-11.69943794
18.5895;19.563;-11.67161998
18.583;19.546;-11.64842376
18.567;19.532;-11.63300047
18.5565;19.5205;-11.6201769
18.5465;19.51;-11.60644298
18.5275;19.4985;-11.59354939
18.531;19.474;-11.58576771
18.5205;19.468;-11.57952662
18.4955;19.455;-11.57756588
18.482;19.4465;-11.60399206
18.469;19.437;-11.78458994
18.46;19.4305;-11.89854902
18.4495;19.4145;-11.91200283
18.4545;19.4045;-11.86406981
18.433;19.386;-11.76391467
18.409;19.3705;-11.63173999
18.3985;19.3565;-11.48275024
18.3965;19.34;-11.3266003
18.398;19.322;-11.17480075
18.365;19.308;-11.03457304
18.356;19.297;-10.9059697
18.341;19.2695;-10.77939713
18.3315;19.2435;-10.67097888
18.309;19.2345;-10.57482399
18.298;19.203;-10.48610064
18.298;19.1965;-10.41238043
18.277;19.1645;-10.34741352
18.26;19.1625;-10.28447736
18.242;19.1435;-10.23205391
