To6;Ti6;qi6
22.251;22.287;-7.609140512
22.216;22.2445;-7.597954823
22.175;22.22;-7.584730223
22.141;22.183;-7.569164653
22.109;22.1735;-7.549360792
22.077;22.12;-7.53900577
22.049;22.1075;-7.519437894
22.019;22.069;-7.492299619
21.98;22.0315;-7.468795513
21.951;22.021;-7.436909219
21.916;22.0065;-7.400473135
21.878;21.9775;-7.361478974
21.857;21.967;-7.324901299
21.828;21.934;-7.284094773
21.797;21.9215;-7.240333714
21.767;21.8755;-7.198687082
21.749;21.857;-7.156974373
21.718;21.832;-7.123115245
21.687;21.8105;-7.07882558
21.66;21.796;-7.041341723
21.633;21.774;-7.00914393
21.616;21.7475;-6.968412919
21.594;21.7325;-6.935459973
21.57;21.707;-6.903035634
21.544;21.6785;-6.875076131
21.521;21.67;-6.852251662
21.498;21.6595;-6.824216644
21.48;21.626;-6.796776308
21.457;21.6465;-6.779020797
21.426;21.608;-6.75695148
21.423;21.577;-6.735108708
21.398;21.562;-6.721128957
21.392;21.554;-6.702080248
21.366;21.5335;-6.68772292
21.352;21.5045;-6.671015182
21.326;21.504;-6.657866098
21.318;21.482;-6.646680409
21.287;21.4765;-6.636787918
21.26;21.4495;-6.622723212
21.252;21.4525;-6.60874346
21.235;21.4265;-6.596122983
21.217;21.415;-6.585163839
21.205;21.4065;-6.566200085
21.189;21.3885;-6.55070059
21.171;21.4015;-6.534304352
21.16;21.389;-6.519267388
21.152;21.359;-6.510951276
21.121;21.369;-6.494016993
21.116;21.3455;-6.479055544
21.106;21.353;-6.464396156
21.093;21.3245;-6.450114343
21.077;21.31;-6.439532776
21.064;21.329;-6.427969511
21.051;21.3055;-6.421163704
21.039;21.292;-6.408543226
21.025;21.3485;-6.404238859
21.009;21.465;-6.426685753
21.008;21.5785;-6.536116717
20.996;21.692;-6.76655135
20.991;21.737;-7.091974665
20.986;21.755;-7.446575165
20.986;21.8115;-7.80110959
20.986;21.7875;-8.123814357
20.993;21.854;-8.416143136
20.993;21.7875;-8.672498361
20.988;21.7725;-8.90882318
20.998;21.7835;-9.113856387
21;21.8085;-9.301134083
21;21.7805;-9.467550705
21.001;21.787;-9.621573395
20.998;21.7815;-9.756858876
21.002;21.7405;-9.879363409
20.998;21.75;-9.995675696
20.993;21.733;-10.09898993
20.984;21.7395;-10.19466769
20.99;21.7405;-10.28195382
20.98;21.717;-10.35919643
20.979;21.718;-10.43628801
20.973;21.733;-10.50029658
20.964;21.7005;-10.56271933
20.961;21.729;-10.62121529
20.957;21.7325;-10.67404762
20.956;21.7075;-10.7218865
20.939;21.683;-10.76859265
20.933;21.686;-10.81409055
20.927;21.6835;-10.85731357
20.921;21.6775;-10.8989602
20.913;21.692;-10.94966866
20.909;21.699;-11.00129274
20.903;21.6665;-11.05215222
20.898;21.65;-11.10203001
20.899;21.663;-11.14329907
20.875;21.6615;-11.18478523
20.874;21.6345;-11.23224654
20.875;21.6285;-11.27018348
20.866;21.5985;-11.31107496
20.85;21.5935;-11.35195701
20.845;21.574;-11.38725092
20.831;21.567;-11.42481973
20.827;21.561;-11.46260565
20.817;21.543;-11.50175084
20.799;21.545;-11.53213627
20.795;21.527;-11.5729428
20.788;21.5045;-11.60189344
20.771;21.5485;-11.63847111
20.765;21.635;-11.6853283
20.75;21.771;-11.79717575
20.747;21.852;-11.9989618
20.737;21.925;-12.29613299
20.736;21.964;-12.64839252
20.73;21.99;-13.0146318
20.746;22.0385;-13.36741994
20.744;22.025;-13.69020022
20.747;22.017;-13.97746004
20.748;22.026;-14.24840858
20.754;21.9915;-14.49092564
20.756;22.021;-14.70427496
20.756;21.9695;-14.90296489
20.756;21.9625;-15.0872975
20.744;21.953;-15.26399362
20.747;21.922;-15.42103692
20.745;21.9105;-15.57824069
20.739;21.8925;-15.72107769
20.731;21.877;-15.86701081
20.718;21.8435;-15.99526394
20.709;21.8395;-16.12140264
20.695;21.8305;-16.24050899
20.683;21.8055;-16.35818055
20.665;21.789;-16.46111721
20.658;21.7715;-16.56677241
20.648;21.7505;-16.66713212
20.629;21.7345;-16.7564666
20.614;21.725;-16.8460937
20.599;21.7095;-16.92960407
20.582;21.712;-17.00390159
20.567;21.6715;-17.08287161
20.548;21.674;-17.15194914
20.528;21.6495;-17.21709988
20.523;21.609;-17.28307184
20.503;21.603;-17.33900029
20.48;21.582;-17.39757177
20.461;21.5685;-17.44812919
20.445;21.556;-17.49612854
20.429;21.535;-17.54555324
20.414;21.516;-17.58620874
20.396;21.5075;-17.62823294
20.377;21.496;-17.66533923
20.366;21.4765;-17.70380478
20.356;21.4585;-17.73834355
20.335;21.437;-17.76888
20.32;21.447;-17.79804775
20.304;21.421;-17.82579015
20.294;21.407;-17.85027595
20.276;21.3925;-17.86954177
20.261;21.375;-17.8964535
20.24;21.352;-17.91745616
20.238;21.3545;-17.93839275
20.216;21.3405;-17.95751697
20.203;21.3305;-17.9693823
20.191;21.3125;-17.99175368
20.17;21.313;-18.00603549
20.157;21.2785;-18.02371549
20.142;21.271;-18.03755365
20.13;21.2655;-18.05319473
20.113;21.284;-18.05863183
20.104;21.236;-18.07269653
20.09;21.227;-18.08017254
20.078;21.22;-18.08758247
20.066;21.2255;-18.09703131
20.06;21.1995;-18.10073155
20.042;21.198;-18.10435628
20.027;21.184;-18.10731081
20.02;21.1705;-18.11395615
19.999;21.151;-18.11848706
19.994;21.137;-18.11282342
19.98;21.1215;-18.11659918
19.969;21.11;-18.11478682
19.957;21.105;-18.11591955
19.947;21.0755;-18.11342754
19.936;21.106;-18.10980281
19.925;21.0765;-18.10844354
19.918;21.073;-18.10731081
19.902;21.0555;-18.10088258
19.894;21.043;-18.09869264
19.881;21.023;-18.09793749
19.878;21.011;-18.09067859
19.864;21.013;-18.08599665
19.854;20.9995;-18.07979496
19.844;21.0005;-18.07533957
19.834;20.9755;-18.07027061
19.827;20.977;-18.06219048
19.812;20.966;-18.05591328
19.807;20.9675;-18.0477482
19.794;20.9525;-18.04601135
19.787;20.9485;-18.03672298
19.778;20.9395;-18.0310499
19.77;20.9305;-18.0250842
19.758;20.9455;-18.01495572
19.747;20.8925;-18.00543137
19.739;20.877;-17.9998338
19.725;20.9305;-17.9908475
19.725;20.8605;-17.98434375
19.716;20.9195;-17.97444182
19.705;20.844;-17.96506849
19.699;20.8305;-17.95872522
19.684;20.8455;-17.95184389
19.675;20.8515;-17.94239506
19.67;20.8365;-17.93507008
19.663;20.818;-17.92320476
19.648;20.815;-17.91201907
19.645;20.8095;-17.91096185
19.636;20.7945;-17.89977616
19.627;20.7805;-17.88851496
19.619;20.7905;-17.87876406
19.608;20.781;-17.87090104
19.602;20.7555;-17.86342504
19.594;20.7645;-17.85541098
19.586;20.766;-17.84558457
19.574;20.761;-17.8397699
19.569;20.7405;-17.82828215
19.56;20.7425;-17.82049464
19.554;20.7205;-17.81142338
19.545;20.7085;-17.80319222
19.536;20.7065;-17.79419648
19.531;20.74;-17.78414351
19.523;20.6805;-17.77795127
19.519;20.681;-17.76494377
19.506;20.7105;-17.75943117
19.504;20.679;-17.74643311
19.493;20.6695;-17.74771687
19.487;20.658;-17.73653118
19.483;20.6475;-17.72693131
19.472;20.6465;-17.72119216
19.465;20.6295;-17.70857168
19.459;20.615;-17.70169036
19.456;20.62;-17.69261909
19.438;20.632;-17.67999861
19.442;20.62;-17.67282467
19.435;20.614;-17.66292274
19.427;20.6445;-17.65747621
19.417;20.613;-17.64871644
19.41;20.6015;-17.64115548
19.406;20.583;-17.63185767
19.398;20.5595;-17.62528785
19.392;20.6275;-17.61591453
19.376;20.6525;-17.6050309
19.376;20.602;-17.59746994
19.37;20.606;-17.58877625
19.362;20.521;-17.58235746
19.356;20.553;-17.57154935
19.349;20.546;-17.56497009
19.345;20.5445;-17.55719202
19.34;20.5055;-17.54623288
19.329;20.501;-17.53897398
19.314;20.4795;-17.52892102
19.316;20.5105;-17.52280429
19.31;20.502;-17.51252478
19.301;20.488;-17.50503934
19.295;20.4905;-17.50050842
19.288;20.4955;-17.4891717
19.282;20.459;-17.48251693
19.277;20.441;-17.47458783
19.278;20.4605;-17.46529002
19.264;20.439;-17.45908834
19.258;20.444;-17.45138579
19.244;20.428;-17.4402001
19.247;20.43;-17.43687743
19.237;20.4355;-17.42757962
19.231;20.4585;-17.4172246
19.223;20.399;-17.4124577
19.215;20.3905;-17.4011965
19.211;20.389;-17.39998825
19.204;20.3835;-17.38751881
19.199;20.369;-17.38049589
19.191;20.372;-17.37195323
19.191;20.369;-17.36847954
19.178;20.4045;-17.35570803
19.173;20.3945;-17.34905325
19.169;20.397;-17.34263446
19.164;20.3465;-17.33015557
19.156;20.355;-17.3287963
19.152;20.3765;-17.31874334
19.144;20.323;-17.31526964
19.133;20.3865;-17.3013654
19.131;20.308;-17.29562625
19.122;20.345;-17.28942456
19.12;20.3205;-17.2818636
19.116;20.3115;-17.27408554
19.106;20.296;-17.27022482
19.102;20.294;-17.26524082
19.096;20.323;-17.25503683
19.092;20.2945;-17.2481555
19.088;20.2725;-17.24362459
19.08;20.2975;-17.23334509
19.071;20.2715;-17.22072461
19.068;20.2625;-17.22027152
19.062;20.31;-17.21468339
19.058;20.2555;-17.2079531
19.052;20.2425;-17.19616329
19.043;20.2595;-17.18935748
19.041;20.2385;-17.18392039
19.035;20.2675;-17.18135287
19.029;20.204;-17.17364088
19.02;20.2525;-17.16562683
19.019;20.253;-17.15913252
19.009;20.202;-17.15300635
19.006;20.2235;-17.14960817
18.999;20.193;-17.14099
18.997;20.181;-17.13645908
18.99;20.228;-17.12867158
18.983;20.197;-17.12187521
18.981;20.1795;-17.10955679
18.981;20.187;-17.10441232
18.973;20.1505;-17.10146723
18.96;20.1515;-17.09065911
18.963;20.1615;-17.08824263
18.961;20.1585;-17.0855996
18.953;20.1555;-17.07456494
18.946;20.154;-17.06655089
18.944;20.1355;-17.05770617
18.941;20.1355;-17.05763065
18.936;20.1345;-17.05000362
18.929;20.1235;-17.0446326
18.919;20.108;-17.03738314
18.931;20.121;-17.03087939
18.921;20.1245;-17.02195916
18.908;20.12;-17.02044886
18.907;20.102;-17.01335043
18.9;20.1245;-17.00322195
18.893;20.0925;-17.00178716
18.894;20.1115;-16.9917342
18.884;20.0765;-16.98674076
18.872;20.104;-16.98477736
18.877;20.1025;-16.97495095
18.868;20.0745;-16.96898525
18.864;20.0775;-16.96331217
18.861;20.06;-16.95719544
18.853;20.0455;-16.95568513
18.849;20.047;-16.94214903
18.848;20.026;-16.93859982
18.838;20.04;-16.92952856
18.839;20.0605;-16.92937753
18.827;20.024;-16.92091982
18.82;20.0135;-16.91320783
18.821;20.1215;-16.90890347
18.814;20.0025;-16.90436312
18.813;20.053;-16.89628299
18.806;19.9905;-16.888571
18.806;20.0295;-16.8870607
18.799;20;-16.87723428
18.798;19.997;-16.87572398
18.788;20.0015;-16.86974884
18.779;19.9835;-16.86355659
18.779;19.983;-16.85524048
18.774;19.9725;-16.85154023
18.773;19.9895;-16.84767952
18.769;19.984;-16.84405479
18.764;19.957;-16.83498353
18.763;19.966;-16.83234049
18.753;19.968;-16.81972002
18.752;19.987;-16.82055068
18.745;19.9435;-16.81330122
18.743;19.946;-16.80808124
18.732;19.9275;-16.80513614
18.732;19.914;-16.79795276
18.734;20.0125;-16.79440355
18.724;19.9255;-16.79002366
18.724;19.9095;-16.78472816
18.72;19.964;-16.77686514
18.714;19.929;-16.77044635
18.71;19.903;-16.76712368
18.709;19.933;-16.7629609
18.697;19.8955;-16.75971375
18.703;19.886;-16.75305897
18.701;19.9175;-16.75034043
18.693;19.913;-16.74550745
18.688;19.9025;-16.73771995
18.684;19.9095;-16.73379316
18.68;19.923;-16.73069704
18.679;19.881;-16.72464638
18.676;19.9;-16.72109717
18.662;19.967;-16.71534857
18.665;19.9;-16.70923184
18.664;19.9115;-16.70333221
18.664;19.8985;-16.70000955
18.658;19.8805;-16.69275065
18.657;19.858;-16.69207101
18.646;19.879;-16.68542567
18.647;19.8845;-16.68414191
18.645;19.881;-16.68164047
18.633;19.869;-16.67120994
18.639;19.856;-16.67045478
18.634;19.8415;-16.66426254
18.63;19.885;-16.65821188
18.625;19.8795;-16.65700364
18.621;19.841;-16.65058485
18.618;19.856;-16.64770583
18.618;19.843;-16.64453419
18.614;19.885;-16.63879504
18.609;19.841;-16.63365056
18.602;19.804;-16.63448123
18.605;19.793;-16.62723177
18.599;19.821;-16.62496632
18.592;19.811;-16.62057699
18.595;19.817;-16.61770742
18.601;19.814;-16.60878718
18.595;19.806;-16.60644621
18.596;19.8125;-16.59948938
18.585;19.792;-16.59669531
18.576;19.768;-16.59586465
18.582;19.7905;-16.58997446
18.582;19.757;-16.58792611
18.564;19.7645;-16.58294211
18.57;19.762;-16.58022356
18.571;19.77;-16.57190745
18.568;19.765;-16.57175642
18.564;19.7565;-16.56911339
18.563;19.76;-16.56434649
18.555;19.773;-16.56200552
18.553;19.7535;-16.559438
18.553;19.77;-16.55308528
18.54;19.766;-16.5496871
18.542;19.7405;-16.54666649
18.532;19.7385;-16.54583583
18.543;19.734;-16.54477861
18.539;19.733;-16.53903002
18.535;19.7315;-16.53374395
18.535;19.7205;-16.52656057
18.533;19.758;-16.52784433
18.523;19.736;-16.52852397
18.517;19.7635;-16.52369099
18.522;19.7365;-16.51862204
18.525;19.792;-16.51877307
18.522;19.7255;-16.51288288
18.524;19.735;-16.51046639
18.52;19.719;-16.51023985
18.52;19.716;-16.50350956
18.514;19.683;-16.49935622
18.506;19.733;-16.49792143
18.493;19.7005;-16.49285247
18.505;19.707;-16.49043599
18.501;19.699;-16.49119114
18.5;19.683;-16.48416823
18.493;19.7015;-16.48462132
18.5;19.696;-16.48227091
18.486;19.7495;-16.48151575
18.491;19.726;-16.4767583
18.491;19.6715;-16.47313357
18.478;19.714;-16.47078316
18.48;19.716;-16.46776255
18.477;19.6865;-16.46579915
18.477;19.6585;-16.46549709
18.472;19.653;-16.46051309
18.476;19.656;-16.45914438
18.476;19.677;-16.45959747
18.48;19.6565;-16.45242352
18.478;19.656;-16.44842122
18.461;19.6695;-16.44629735
18.469;19.629;-16.4370845
18.462;19.654;-16.43889686
18.474;19.65;-16.43345033
18.466;19.67;-16.43156245
18.471;19.679;-16.4313359
18.463;19.6675;-16.43851929
18.458;19.659;-16.4508377
18.463;19.6795;-16.46089066
18.445;19.644;-16.47849515
18.468;19.6325;-16.48854811
18.462;19.63;-16.50675671
18.455;19.6405;-16.52852397
18.462;19.615;-16.54545825
18.456;19.6305;-16.56730102
18.444;19.5995;-16.59344816
18.45;19.595;-16.61823602
18.455;19.5995;-16.65164206
18.43;19.581;-16.68307526
18.439;19.592;-16.71640578
18.441;19.5555;-16.74852806
18.439;19.5585;-16.78329337
18.435;19.573;-16.8161708
18.434;19.5675;-16.85244642
18.429;19.5475;-16.88789136
18.427;19.55;-16.92605486
18.415;19.575;-16.95462792
18.398;19.5405;-16.99150766
18.4;19.54;-17.02082643
18.397;19.505;-17.0509098
18.39;19.504;-17.08219197
18.388;19.4815;-17.10963231
18.388;19.4975;-17.13864902
18.385;19.4785;-17.16707106
18.39;19.504;-17.19812668
18.376;19.4605;-17.2186857
18.355;19.454;-17.24007538
18.361;19.45;-17.26524082
18.364;19.445;-17.28632844
18.343;19.4425;-17.30521668
18.337;19.458;-17.32713496
18.334;19.424;-17.34550404
18.332;19.4155;-17.36122064
18.327;19.437;-17.37588003
18.324;19.4195;-17.39591043
18.309;19.424;-17.40754921
18.33;19.405;-17.41956557
18.317;19.4025;-17.43596181
18.299;19.3755;-17.449951
18.302;19.3985;-17.4602305
18.304;19.374;-17.47421025
18.287;19.365;-17.48025147
18.288;19.401;-17.49377813
18.279;19.363;-17.49945121
18.268;19.3625;-17.50995726
18.285;19.3805;-17.51260029
18.274;19.3445;-17.51886806
18.279;19.338;-17.53225313
18.269;19.336;-17.53889846
18.261;19.3315;-17.54010671
18.263;19.325;-17.54547772
18.248;19.328;-17.55106585
18.238;19.3125;-17.55507759
18.229;19.3135;-17.55787166
18.234;19.3065;-17.56361081
18.231;19.3075;-17.57139832
18.221;19.3;-17.5688308
18.232;19.316;-17.57585371
18.215;19.3055;-17.57683541
18.212;19.311;-17.57895928
18.211;19.284;-17.58379225
18.211;19.2885;-17.58530255
18.194;19.284;-17.58764352
18.198;19.2755;-17.58794559
18.193;19.276;-17.58938037
18.191;19.279;-17.5898429
18.185;19.267;-17.59573309
18.181;19.2695;-17.59799855
18.179;19.274;-17.59475139
18.174;19.291;-17.60011297
18.173;19.268;-17.60071709
18.167;19.3045;-17.59920679
18.169;19.2365;-17.59988643
18.165;19.2415;-17.59475139
18.161;19.233;-17.60041503
18.172;19.218;-17.60003746
18.166;19.2355;-17.60163272
18.162;19.2225;-17.60465332
18.153;19.223;-17.60397369
18.151;19.233;-17.60170823
18.143;19.208;-17.60223684
18.157;19.201;-17.60041503
18.147;19.206;-17.60510641
18.146;19.206;-17.60412472
18.141;19.21;-17.60231235
18.151;19.1975;-17.59943334
18.144;19.2205;-17.60374714
18.137;19.198;-17.6035206
18.135;19.2325;-17.59920679
18.122;19.1875;-17.5997354
18.123;19.206;-17.60185926
18.126;19.1825;-17.59860267
18.122;19.214;-17.59762097
18.12;19.201;-17.60041503
18.115;19.1925;-17.59618618
18.13;19.1995;-17.59460036
18.117;19.1765;-17.59271248
18.113;19.1885;-17.59384521
18.103;19.207;-17.59293903
18.122;19.1905;-17.59120218
18.123;19.2655;-17.59022048
18.121;19.1965;-17.59067357
18.119;19.1925;-17.58515152
18.106;19.185;-17.58643528
18.108;19.1545;-17.58062061
18.098;19.151;-17.57971443
18.097;19.1685;-17.57911031
18.085;19.1405;-17.57827964
18.092;19.152;-17.57366377
18.092;19.1415;-17.56754704
18.086;19.1735;-17.57645784
18.087;19.158;-17.57019007
18.08;19.153;-17.56875529
18.081;19.1365;-17.56459251
18.081;19.1145;-17.56225154
18.072;19.117;-17.55794717
18.073;19.1565;-17.5575696
18.09;19.124;-17.56043917
18.078;19.1325;-17.55385991
18.082;19.132;-17.5512924
18.083;19.1225;-17.54328778
18.084;19.146;-17.5415415
18.074;19.113;-17.53565131
18.074;19.129;-17.53821883
18.069;19.154;-17.53081834
18.052;19.1455;-17.52454114
18.078;19.13;-17.52627799
18.061;19.1275;-17.51864151
18.057;19.1125;-17.51698018
18.055;19.115;-17.51086345
18.065;19.0965;-17.51101448
18.049;19.086;-17.50874902
18.053;19.104;-17.50141461
18.056;19.098;-17.49794091
18.036;19.0885;-17.49914915
18.046;19.0765;-17.49536395
18.061;19.102;-17.49090855
18.053;19.0965;-17.48705728
18.039;19.0745;-17.48251693
18.057;19.074;-17.47685329
18.04;19.092;-17.47262444
18.041;19.083;-17.46891475
18.033;19.063;-17.45999452
18.023;19.073;-17.4621939
18.032;19.076;-17.45984349
18.028;19.0775;-17.45380227
18.022;19.0915;-17.45289609
18.021;19.057;-17.44707198
18.017;19.063;-17.44080422
18.024;19.048;-17.44012458
18.02;19.038;-17.43309223
18.028;19.045;-17.43105332
18.006;19.0335;-17.42727756
18.03;19.0365;-17.42145345
18.014;19.03;-17.42115139
18.02;19.038;-17.41631841
18.038;19.0215;-17.41170255
18.006;19.024;-17.4109474
17.999;19.0225;-17.40845539
18.018;19.052;-17.40173454
18.019;19.0265;-17.39651455
17.986;19.0265;-17.3932674
17.999;19.0035;-17.38933117
17.995;19.0155;-17.38819844
17.986;18.993;-17.37951419
17.994;18.986;-17.37830595
17.99;18.9975;-17.37346354
17.983;19.0015;-17.36840402
17.985;18.9845;-17.36810196
17.985;18.9745;-17.36174924
17.966;18.973;-17.35661421
17.973;18.9685;-17.35313107
17.97;18.969;-17.3507901
17.967;18.981;-17.34255894
17.975;18.955;-17.34035956
17.966;18.963;-17.33726344
17.982;18.9675;-17.32992903
17.963;18.9485;-17.3278146
17.959;18.9545;-17.32509605
17.944;18.9335;-17.31791267
17.952;18.951;-17.31723303
17.954;18.936;-17.3165534
17.96;18.93;-17.30710456
17.952;18.9525;-17.30166746
17.953;18.9295;-17.30106334
17.936;18.9245;-17.29372893
17.945;18.916;-17.28866941
17.935;18.921;-17.28640395
17.921;18.905;-17.28406298
17.935;18.912;-17.27695511
17.923;18.898;-17.27408554
17.929;18.8955;-17.27219766
17.917;18.911;-17.26576942
17.908;18.913;-17.26425912
17.909;18.8895;-17.25851053
17.904;18.897;-17.25201622
17.901;18.8895;-17.2489201
17.891;18.9;-17.24596556
17.898;18.877;-17.24060398
17.895;18.8915;-17.23561054
17.885;18.878;-17.2349309
17.88;18.8705;-17.22813454
17.877;18.8675;-17.22299006
17.878;18.864;-17.21815709
17.88;18.855;-17.21536303
17.872;18.851;-17.20991649
17.868;18.857;-17.20463043
17.864;18.8585;-17.19676741
17.906;18.8415;-17.19737153
17.862;18.835;-17.19646535
17.885;18.8315;-17.1902731
17.868;18.825;-17.18293869
17.862;18.8315;-17.17916293
17.856;18.828;-17.17726561
17.846;18.813;-17.1707713
17.836;18.8095;-17.16343689
17.835;18.81;-17.16321034
17.839;18.814;-17.15935907
17.831;18.8195;-17.15792428
17.839;18.799;-17.14590792
17.823;18.8065;-17.14756926
17.822;18.793;-17.14234927
17.826;18.787;-17.14106551
17.822;18.7875;-17.13268332
17.807;18.78;-17.12746334
17.825;18.787;-17.12799194
17.809;18.7785;-17.11824104
17.808;18.7915;-17.11612662
17.813;18.7775;-17.11484286
17.797;18.76;-17.11227534
17.797;18.751;-17.10865061
17.797;18.753;-17.09738941
17.798;18.7485;-17.09852213
17.773;18.741;-17.09678529
17.785;18.739;-17.0940573
17.778;18.736;-17.08688335
17.774;18.7435;-17.08424032
17.762;18.723;-17.074867
17.761;18.7335;-17.07909585
17.767;18.734;-17.07123283
17.77;18.724;-17.06715501
17.76;18.71;-17.06466301
17.747;18.7115;-17.0626241
17.751;18.7055;-17.05951853
17.76;18.6945;-17.05377938
17.757;18.704;-17.04879538
17.746;18.698;-17.0446326
17.756;18.681;-17.04266921
17.738;18.681;-17.03730763
17.723;18.684;-17.03103042
17.726;18.687;-17.03012424
17.71;18.6785;-17.02514024
17.729;18.6735;-17.01893855
17.713;18.662;-17.02044886
17.714;18.666;-17.00918765
17.702;18.647;-17.00722426
17.704;18.6465;-17.00684668
17.696;18.646;-16.99875712
17.691;18.657;-16.99498136
17.689;18.6435;-16.99611408
17.675;18.6445;-16.98938379
17.678;18.6405;-16.97926476
17.67;18.6225;-16.98039748
17.668;18.6425;-16.97911372
17.665;18.6205;-16.97042004
17.662;18.607;-16.96890973
17.66;18.624;-16.96717288
17.658;18.6365;-16.96436938
17.649;18.613;-16.95757301
17.643;18.602;-16.95152236
17.642;18.6045;-16.95008757
17.639;18.5925;-16.94646284
17.648;18.588;-16.94344223
17.631;18.5765;-16.94214903
17.638;18.569;-16.93248309
17.631;18.5635;-16.9310483
17.635;18.576;-16.92620589
17.624;18.558;-16.92507316
17.616;18.553;-16.91675705
17.612;18.548;-16.91434056
17.617;18.5455;-16.91048929
17.623;18.564;-16.90708166
17.605;18.5575;-16.90262627
17.601;18.544;-16.89764226
17.602;18.54;-16.89529185
17.603;18.529;-16.8930264
17.598;18.523;-16.88630554
17.586;18.5285;-16.88297344
17.588;18.5095;-16.88040592
17.585;18.518;-16.87240131
17.582;18.514;-16.87217476
17.582;18.509;-16.86876714
17.567;18.502;-16.86038495
17.569;18.496;-16.85508945
17.567;18.494;-16.85146472
17.56;18.484;-16.85025648
17.55;18.4915;-16.84533855
17.564;18.4905;-16.83937285
17.554;18.507;-16.83309565
17.553;18.487;-16.8313588
17.56;18.4745;-16.8269034
17.554;18.4735;-16.82077723
17.541;18.465;-16.81987105
17.545;18.477;-16.81601977
17.529;18.468;-16.81200803
17.521;18.48;-16.8083833
17.526;18.4555;-16.79817931
17.517;18.446;-16.79682003
17.512;18.4335;-16.79651797
17.517;18.44;-16.78729568
17.511;18.447;-16.78669156
17.498;18.42;-16.77754478
17.503;18.4565;-16.77808282
17.497;18.434;-16.7702198
17.485;18.4235;-16.76787883
17.487;18.4205;-16.76599095
17.499;18.4255;-16.76409363
17.483;18.439;-16.75593799
17.477;18.397;-16.75086903
17.47;18.3965;-16.75086903
17.47;18.3985;-16.74626261
17.469;18.399;-16.74104262
17.464;18.3955;-16.73613413
17.447;18.3735;-16.73371764
17.449;18.383;-16.72683632
17.444;18.369;-16.72502396
17.443;18.373;-16.7207951
17.445;18.387;-16.71602821
17.443;18.3775;-16.71504651
17.444;18.3465;-16.71089317
17.431;18.3635;-16.70559767
17.421;18.3585;-16.70378531
